lambda0 sigma alpha epsilon weight
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 3.11645e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.98097e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 3.11645e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 3.04758e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.85413e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.73522e-05
0.203052 0.284951 1.0385 0.0547998 2.62359e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.57032e-05
0.203052 0.284951 1.0385 0.0547998 2.79373e-05
0.203052 0.284951 1.0385 0.0547998 2.51866e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.67854e-05
0.203052 0.284951 1.0385 0.0547998 2.91652e-05
1.62057 0.270834 0.871235 0.898598 0.000854166
1.62057 0.270834 0.871235 0.898598 0.000617135
1.62057 0.270834 0.871235 0.898598 0.000683806
1.62057 0.270834 0.871235 0.898598 0.00055976
1.62057 0.270834 0.871235 0.898598 0.000394966
1.62057 0.270834 0.871235 0.898598 0.000761895
1.62057 0.270834 0.871235 0.898598 0.00125946
1.62057 0.270834 0.871235 0.898598 0.000854166
1.62057 0.270834 0.871235 0.898598 0.00055976
1.62057 0.270834 0.871235 0.898598 0.000854166
1.62057 0.270834 0.871235 0.898598 0.000854166
1.62057 0.270834 0.871235 0.898598 0.000683806
1.62057 0.270834 0.871235 0.898598 0.000428566
1.62057 0.270834 0.871235 0.898598 0.000314865
1.62057 0.270834 0.871235 0.898598 0.00109713
1.62057 0.270834 0.871235 0.898598 0.00146067
1.62057 0.270834 0.871235 0.898598 0.000683806
1.62057 0.270834 0.871235 0.898598 0.00109713
1.62057 0.270834 0.871235 0.898598 0.00125946
1.62057 0.270834 0.871235 0.898598 0.00146067
1.62057 0.270834 0.871235 0.898598 0.000466643
1.62057 0.270834 0.871235 0.898598 0.00055976
1.62057 0.270834 0.871235 0.898598 0.00109713
1.62057 0.270834 0.871235 0.898598 0.000854166
1.62057 0.270834 0.871235 0.898598 0.000617135
1.62057 0.270834 0.871235 0.898598 0.00125946
1.62057 0.270834 0.871235 0.898598 0.00055976
1.62057 0.270834 0.871235 0.898598 0.000617135
1.62057 0.270834 0.871235 0.898598 0.000683806
1.62057 0.270834 0.871235 0.898598 0.00204012
1.62057 0.270834 0.871235 0.898598 0.00246854
1.62057 0.270834 0.871235 0.898598 0.000617135
1.62057 0.270834 0.871235 0.898598 0.000854166
1.62057 0.270834 0.871235 0.898598 0.000964273
1.62057 0.270834 0.871235 0.898598 0.000761895
1.62057 0.270834 0.871235 0.898598 0.000617135
1.62057 0.270834 0.871235 0.898598 0.000466643
1.62057 0.270834 0.871235 0.898598 0.000964273
1.62057 0.270834 0.871235 0.898598 0.000428566
1.62057 0.270834 0.871235 0.898598 0.000683806
1.62057 0.270834 0.871235 0.898598 0.00146067
1.62057 0.270834 0.871235 0.898598 0.000761895
0.789656 0.522998 0.755596 0.994564 0.000510029
0.789656 0.522998 0.755596 0.994564 0.000761895
0.789656 0.522998 0.755596 0.994564 0.000428566
0.789656 0.522998 0.755596 0.994564 0.000617135
0.789656 0.522998 0.755596 0.994564 0.000510029
0.789656 0.522998 0.755596 0.994564 0.000394966
0.789656 0.522998 0.755596 0.994564 0.000854166
0.789656 0.522998 0.755596 0.994564 0.000365169
0.789656 0.522998 0.755596 0.994564 0.000466643
0.789656 0.522998 0.755596 0.994564 0.000510029
0.789656 0.522998 0.755596 0.994564 0.00125946
0.789656 0.522998 0.755596 0.994564 0.00125946
0.789656 0.522998 0.755596 0.994564 0.000466643
0.789656 0.522998 0.755596 0.994564 0.000617135
0.789656 0.522998 0.755596 0.994564 0.00125946
0.789656 0.522998 0.755596 0.994564 0.000394966
0.789656 0.522998 0.755596 0.994564 0.000617135
0.789656 0.522998 0.755596 0.994564 0.00055976
0.789656 0.522998 0.755596 0.994564 0.000617135
0.789656 0.522998 0.755596 0.994564 0.000466643
0.789656 0.522998 0.755596 0.994564 0.00109713
0.789656 0.522998 0.755596 0.994564 0.00109713
0.789656 0.522998 0.755596 0.994564 0.000854166
0.789656 0.522998 0.755596 0.994564 0.000466643
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 5.03784e-05
0.360418 0.235983 0.97615 0.337845 4.1635e-05
0.360418 0.235983 0.97615 0.337845 6.63408e-05
0.360418 0.235983 0.97615 0.337845 7.09147e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 6.02671e-05
0.360418 0.235983 0.97615 0.337845 6.85706e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 4.89692e-05
0.360418 0.235983 0.97615 0.337845 6.63408e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 6.02671e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 7.33811e-05
0.360418 0.235983 0.97615 0.337845 5.49909e-05
0.360418 0.235983 0.97615 0.337845 6.21955e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.49909e-05
0.360418 0.235983 0.97615 0.337845 5.03784e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 4.89692e-05
0.360418 0.235983 0.97615 0.337845 4.63228e-05
0.360418 0.235983 0.97615 0.337845 6.4218e-05
0.360418 0.235983 0.97615 0.337845 6.85706e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 4.27379e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 4.63228e-05
0.360418 0.235983 0.97615 0.337845 4.50793e-05
0.360418 0.235983 0.97615 0.337845 4.38852e-05
0.360418 0.235983 0.97615 0.337845 4.76184e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 4.1635e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 4.89692e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.18492e-05
0.360418 0.235983 0.97615 0.337845 5.03784e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 6.21955e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 4.76184e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 4.1635e-05
0.360418 0.235983 0.97615 0.337845 7.33811e-05
0.360418 0.235983 0.97615 0.337845 4.89692e-05
0.360418 0.235983 0.97615 0.337845 6.4218e-05
0.360418 0.235983 0.97615 0.337845 3.76244e-05
0.360418 0.235983 0.97615 0.337845 4.1635e-05
0.360418 0.235983 0.97615 0.337845 7.09147e-05
0.360418 0.235983 0.97615 0.337845 4.89692e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 6.63408e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 6.63408e-05
0.360418 0.235983 0.97615 0.337845 6.21955e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 4.89692e-05
0.360418 0.235983 0.97615 0.337845 6.4218e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 7.09147e-05
0.360418 0.235983 0.97615 0.337845 5.18492e-05
0.360418 0.235983 0.97615 0.337845 5.49909e-05
0.360418 0.235983 0.97615 0.337845 6.4218e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 4.63228e-05
0.360418 0.235983 0.97615 0.337845 5.33854e-05
0.360418 0.235983 0.97615 0.337845 5.18492e-05
0.360418 0.235983 0.97615 0.337845 6.02671e-05
0.360418 0.235983 0.97615 0.337845 6.02671e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 6.4218e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 4.50793e-05
0.360418 0.235983 0.97615 0.337845 4.76184e-05
0.360418 0.235983 0.97615 0.337845 7.09147e-05
0.360418 0.235983 0.97615 0.337845 7.09147e-05
0.360418 0.235983 0.97615 0.337845 5.18492e-05
0.360418 0.235983 0.97615 0.337845 6.02671e-05
0.360418 0.235983 0.97615 0.337845 4.63228e-05
0.360418 0.235983 0.97615 0.337845 5.8427e-05
0.360418 0.235983 0.97615 0.337845 4.63228e-05
0.360418 0.235983 0.97615 0.337845 5.49909e-05
0.360418 0.235983 0.97615 0.337845 4.76184e-05
0.360418 0.235983 0.97615 0.337845 5.18492e-05
0.360418 0.235983 0.97615 0.337845 6.63408e-05
0.360418 0.235983 0.97615 0.337845 4.50793e-05
0.360418 0.235983 0.97615 0.337845 7.59785e-05
0.360418 0.235983 0.97615 0.337845 6.4218e-05
0.360418 0.235983 0.97615 0.337845 5.49909e-05
0.360418 0.235983 0.97615 0.337845 5.66699e-05
0.360418 0.235983 0.97615 0.337845 5.18492e-05
0.360418 0.235983 0.97615 0.337845 5.18492e-05
0.360418 0.235983 0.97615 0.337845 4.89692e-05
0.360418 0.235983 0.97615 0.337845 5.49909e-05
0.360418 0.235983 0.97615 0.337845 4.89692e-05
